qualtrics_id,school_code,school_name_anon,progress,duration_min,birth_country,age_cat,age,female,male,educ_mother,educ_father,educ_parent_max,has_computer,has_internet,digital_comfort,platform_use,classroom_section,math_grade_prev,like_math,like_communication,rank_math,rank_communication,mathconf_learn,mathconf_exam,mathconf_help_peers,mathconf_growth,lab_productive,lab_preferred_hours,hours_school,hours_study,hours_friends,hours_entertainment,hours_housework,hours_unpaid_work,hours_paid_work,hours_sleep,hours_sport,math_study_weekly,study_context,digital_tools_used,grit_challenge,grit_quit_game,grit_lose_interest,grit_hardwork,grit_avg,mindset_fixed1,mindset_fixed2,mindset_avg,locus_luck,locus_fate,locus_prepared,locus_plans,locus_avg,efficacy_hard_problems,efficacy_effort,efficacy_calm,efficacy_solutions,efficacy_trouble,efficacy_avg,math_enjoy,math_wish_no,math_like_problems,math_does_well,math_harder_than_peers,math_worry_grades,math_nervous_exams,math_useful,math_enjoy_avg,math_anxiety_avg,math_selfconcept_avg,meta_study_allocation,meta_when_stuck,meta_hint_use,meta_review_errors,meta_self_awareness,meta_after_mistake,meta_ai_use,meta_expected_exam,meta_actual_exam,barrier_finish_school,info_postsecondary,plan_after_school,knows_career,career_first_choice,institution_first_choice,plan_feasibility,plan_talks_with,parent_educ_expectation,enrolled_academy,belief_univ_transition,factors_career_choice,action_3months,plans_higher_ed,salary_secondary,salary_technical,salary_university,informal_secondary,informal_technical,informal_university,preferred_sector,knows_jobs_sector,barrier_money,barrier_work_family,barrier_parent_ideas,barrier_grades,barrier_info_careers,barrier_info_institution,barrier_family_resp,knows_scholarship,knows_beca18,knows_alt_training,est_years_technical,est_years_university,time_pref_100v150,time_pref_100v300,risk_pref_100v250,risk_pref_100v500,patient_low,patient_high,risk_seeking_low,risk_seeking_high,belong_outsider,belong_fits_in,belonging_avg,num_close_friends,friend1_recess,friend1_homework,friend1_future_talk,friend1_whatsapp,friend2_recess,friend2_homework,friend2_future_talk,friend2_whatsapp,friend3_recess,friend3_homework,friend3_future_talk,friend3_whatsapp,friend4_recess,friend4_homework,friend4_future_talk,friend4_whatsapp,friend5_recess,friend5_homework,friend5_future_talk,friend5_whatsapp,correct_a1,qbl_v5_a1,correct_a2,qbl_v5_a2,correct_a7,qbl_v5_a7,correct_a8,qbl_v5_a8,correct_a8m,qbl_v5_a8m,correct_a4,qbl_v5_a4,correct_a9s,qbl_v5_a9s,correct_a3,qbl_v5_a3,correct_a6,qbl_v5_a6,correct_a5,qbl_v5_a5,score_total_baseline,score_pct_baseline
R_100332abc875,5829932,School_09,38,45.900002,1,2.0,16.0,0,0,6,8.0,8,0,1,5,3,C,2,1,2,7,1,2,4,3,3,4,7,8.0,1.0,2.5,1.5,1.5,0.5,0.5,9.5,1.0,4,4,1,1,2,2,2,2.75,2,4,4.0,4,5,2,5,2.5,3,4,4,4,3,3.5999999,1,1,1,3,5,1,4,2,2.3333333,2.5,2.0,2,4,3,4,2,4,1,3,5,1,2,5,1,,2,5,3,3,0,10,8,,0,1307.0,1327.0,3408.0,8,3,0,4,1,4,5,1,2,3,2,4,1,2,3,2,6,3,1,2,3,0,0,1,0,5,1,1.0,2,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,2,0,3,0,1,0,1,1,1,0,3,1,3,1,1,1,4,1,1,6,0.60000002
R_100333abc8542,5829932,School_09,100,26.700001,1,2.0,16.0,1,1,6,3.0,6,1,1,2,4,D,3,2,1,1,6,1,4,3,2,2,2,5.5,2.0,2.0,4.5,1.5,0.5,0.5,8.0,1.0,1,1,4,1,5,1,1,2.0,1,6,3.5,2,5,4,1,2.5,3,2,3,3,3,2.8,5,4,4,5,5,5,2,4,3.6666667,3.5,3.0,4,2,4,2,2,4,2,3,1,2,5,2,2,,2,2,5,1,1,999,6,,1,1094.0,2464.0,2785.0,9,10,7,8,3,3,4,2,5,5,4,1,1,3,1,2,4,2,1,3,3,1,0,0,0,5,2,1.5,4,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,1,1,0,1,1,2,0,3,1,1,1,3,0,3,1,4,0,3,5,0.5
R_100334abc2951,5829932,School_09,100,16.4,1,1.0,15.0,1,1,8,7.0,8,0,1,3,2,E,2,1,2,5,8,1,2,4,2,1,4,7.5,3.0,1.0,5.0,0.5,0.5,0.0,8.5,2.0,1,1,1,5,5,1,3,3.5,1,2,5.5,4,2,5,2,3.25,1,4,1,1,1,1.6,5,3,4,3,4,2,3,3,4.0,2.5,2.5,1,2,4,3,1,4,4,3,5,1,3,5,3,,1,1,1,3,0,2,4,,0,825.0,2113.0,2782.0,10,1,9,7,1,2,4,5,1,3,5,5,2,3,3,3,7,2,2,3,1,1,1,0,0,3,2,2.5,6,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,2,0,3,1,2,1,2,1,1,1,1,1,3,1,1,1,4,1,1,9,0.89999998
R_100335abc4362,5829932,School_09,100,47.299999,1,2.0,16.0,1,1,6,2.0,6,1,1,2,1,A,3,3,2,7,1,1,3,4,1,1,6,6.0,1.0,2.0,1.5,2.5,0.0,0.0,6.5,1.5,4,2,5,3,3,3,4,3.25,5,1,4.0,5,4,1,1,1.25,3,4,1,1,2,2.2,5,1,3,5,1,2,2,2,4.3333335,2.0,5.0,1,2,4,3,1,4,1,5,3,1,5,4,1,,2,1,6,2,0,9,4,,1,472.0,1124.0,2343.0,9,6,0,9,1,3,5,4,3,4,1,5,1,3,1,3,7,3,2,1,3,0,1,0,0,4,1,1.5,4,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,2,1,1,0,1,1,2,0,3,0,1,0,2,1,1,0,1,1,1,5,0.5
R_100336abc1159,5829932,School_09,100,20.4,1,3.0,17.0,1,1,1,1.0,1,0,1,5,2,B,1,4,1,7,6,1,1,1,1,4,8,7.0,3.5,3.5,4.5,2.5,0.5,0.0,8.5,0.0,4,4,1,1,2,3,3,2.75,1,6,3.5,5,2,3,4,3.0,4,2,1,4,3,2.8,4,2,4,5,5,5,5,1,4.0,5.0,3.0,1,3,1,4,2,2,1,1,2,1,4,1,3,,3,3,4,2,0,1,6,,0,1053.0,2011.0,2621.0,1,6,7,6,1,5,1,4,1,2,1,5,3,1,1,3,4,1,2,3,1,0,1,0,0,5,1,1.0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,2,1,1,1,2,1,2,0,4,1,1,1,3,0,4,0,2,0,1,6,0.60000002
R_100337abc3320,5829932,School_09,100,22.5,1,2.0,16.0,0,0,12,5.0,12,0,1,2,3,C,2,2,1,4,7,1,1,3,1,3,6,5.5,2.5,1.5,2.0,2.0,0.5,0.0,7.0,0.5,3,3,5,5,4,5,5,3.25,6,1,3.5,4,4,3,3,2.5,3,4,1,3,1,2.4000001,3,2,4,4,3,4,2,4,3.6666667,3.0,3.5,1,2,2,3,3,2,4,5,3,1,3,3,1,,5,5,2,4,1,9,1,,1,1215.0,2699.0,2636.0,9,4,6,7,2,2,2,1,2,1,1,4,1,2,2,3,7,1,1,2,3,0,0,1,0,2,5,4.5,2,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,2,0,4,0,2,0,1,0,1,0,1,0,1,0,4,0,1,0,1,1,0.1
R_100338abc8171,5829932,School_09,100,21.4,1,1.0,15.0,1,1,6,10.0,10,1,1,4,4,D,3,1,4,9,4,1,3,1,1,1,8,7.5,3.0,2.0,4.5,1.0,0.5,1.5,8.5,1.5,3,3,3,1,1,5,1,2.0,2,2,5.0,2,2,3,1,3.0,3,4,2,4,4,3.4000001,5,4,1,3,1,5,2,3,2.6666667,3.5,4.0,2,1,3,1,1,4,2,4,4,1,5,4,2,,2,2,3,2,0,7,7,,1,809.0,,3556.0,0,3,5,10,3,5,3,1,5,2,1,3,1,1,2,3,7,1,2,1,2,0,1,0,1,4,5,3.5,4,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,2,1,1,1,2,0,1,1,1,1,1,1,3,1,1,0,3,1,1,7,0.69999999
R_100339abc6699,5829932,School_09,100,14.8,1,2.0,16.0,1,1,1,4.0,4,1,1,1,1,E,4,2,1,4,4,2,4,2,4,3,8,7.5,99.0,1.5,2.5,3.0,0.5,0.0,6.5,1.0,5,3,2,4,2,4,5,3.75,2,4,4.0,4,3,5,1,2.75,2,4,3,1,1,2.2,5,3,4,4,4,1,5,1,4.0,3.0,3.0,2,1,4,3,3,4,1,5,1,1,4,5,1,,3,3,2,3,0,10,8,,0,940.0,2220.0,,4,5,4,3,1,5,4,1,3,1,5,1,3,3,3,3,4,3,2,2,3,0,1,1,0,3,3,3.0,5,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,2,0,1,1,2,0,1,1,1,1,1,0,3,0,1,1,4,1,1,5,0.5
R_100340abc703,5829932,School_09,100,48.5,1,4.0,18.0,1,1,8,7.0,8,1,1,4,2,5toA,4,4,1,9,3,4,1,1,2,1,7,6.5,2.5,2.0,4.0,2.0,0.0,0.0,6.5,0.0,4,3,4,5,5,1,3,3.5,4,1,4.5,3,2,3,1,2.75,2,4,3,1,2,2.4000001,2,3,1,4,2,5,5,2,2.0,5.0,4.0,1,3,3,1,1,4,1,4,1,1,1,4,2,,2,5,6,1,1,10,1,,1,1218.0,1180.0,4187.0,0,4,8,7,1,4,4,2,4,2,2,3,3,2,1,4,7,1,3,2,2,0,0,1,1,3,2,2.5,6,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,4,0,2,0,2,1,1,0,1,0,3,0,1,0,1,0,3,1,0.1
R_100341abc7041,5829932,School_09,100,30.799999,1,2.0,16.0,1,1,5,10.0,10,0,1,2,4,B,1,4,4,1,2,4,4,3,4,5,2,8.0,3.0,2.0,2.5,1.5,0.5,0.5,9.5,1.5,3,1,3,4,2,2,3,3.75,2,6,3.0,2,2,4,5,4.25,2,4,4,3,4,3.4000001,1,3,1,3,3,2,3,1,1.6666666,2.5,3.0,1,1,1,2,2,4,3,2,2,1,2,3,2,,3,4,4,4,0,5,3,,1,1172.0,1547.0,,10,2,7,9,3,3,2,4,2,5,1,3,1,2,3,5,6,1,2,2,3,0,1,1,0,4,3,2.5,6,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,2,0,4,1,2,0,1,0,1,1,1,0,3,0,1,1,4,0,4,3,0.30000001
R_100342abc6081,5829932,School_09,100,46.700001,1,2.0,16.0,1,1,6,7.0,7,1,1,2,3,C,4,3,1,6,7,4,2,3,3,5,7,9.5,2.0,1.5,1.5,1.5,0.5,0.0,6.5,0.0,2,2,3,2,3,5,5,2.75,2,5,3.5,3,5,1,1,1.5,1,4,1,3,1,2.0,3,1,3,5,2,1,3,4,3.6666667,2.0,4.5,3,3,4,4,1,1,3,4,5,2,3,1,1,,2,1,6,1,0,2,8,,0,818.0,,4073.0,0,9,7,9,2,3,4,1,5,3,4,4,3,3,3,2,5,1,3,3,1,0,0,0,0,3,5,4.0,2,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,2,0,1,1,2,1,2,0,4,1,1,0,1,1,1,1,4,1,1,7,0.69999999
R_100343abc251,5829932,School_09,100,39.5,1,2.0,16.0,1,1,1,9.0,9,0,1,1,4,D,1,1,3,8,9,4,2,4,4,3,3,8.0,3.0,1.5,4.5,1.5,0.0,0.0,9.5,0.5,4,3,5,1,2,4,3,2.5,4,1,4.5,3,1,4,1,3.25,1,3,4,1,2,2.2,3,1,4,5,4,2,4,2,4.0,3.0,3.5,2,3,4,3,3,3,1,5,3,1,4,3,2,,1,4,6,2,1,3,4,,1,626.0,1196.0,,8,3,0,4,3,5,5,5,3,2,2,4,2,2,2,3,7,3,2,2,1,0,1,1,0,5,5,3.0,2,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,2,0,2,0,3,1,1,0,1,0,1,0,3,0,4,3,0.30000001
R_100344abc9972,5829932,School_09,100,30.9,1,3.0,17.0,1,1,2,9.0,9,0,1,5,1,E,4,2,4,5,10,2,2,3,1,5,6,6.5,1.5,2.0,2.5,1.0,0.5,0.0,7.0,0.5,1,3,5,5,4,3,5,3.75,4,3,3.5,1,4,3,1,2.75,3,4,3,3,3,3.2,1,3,5,2,2,1,1,1,3.0,1.0,3.0,2,3,2,4,3,2,3,2,2,1,3,2,1,,4,2,2,3,0,8,2,,1,1071.0,2086.0,3414.0,5,8,7,10,3,1,2,2,3,4,2,2,3,2,1,3,5,3,2,3,2,0,1,0,1,2,4,4.0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,2,0,1,0,2,1,2,1,1,0,4,0,3,0,1,1,4,1,1,4,0.40000001
R_100345abc9882,5829932,School_09,100,5.0,1,2.0,16.0,1,1,1,8.0,8,0,0,4,4,Quinto A,2,4,1,7,1,4,1,2,1,1,8,6.0,3.5,2.0,2.5,1.5,0.0,0.0,9.0,0.5,5,4,4,1,1,5,4,2.75,5,6,1.5,4,3,1,1,1.75,3,4,2,1,3,2.5999999,5,3,2,4,3,3,5,1,3.3333333,4.0,3.5,2,2,1,4,1,3,2,1,1,1,2,4,1,,2,4,1,1,0,8,5,,1,1574.0,1902.0,1577.0,2,10,2,5,2,3,5,5,2,5,5,2,1,3,1,3,7,1,3,1,3,0,0,0,0,5,5,3.0,6,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,2,1,1,1,2,0,1,0,3,1,1,1,3,1,1,0,2,1,1,7,0.69999999
R_100346abc9401,5829932,School_09,100,33.900002,1,3.0,17.0,0,0,2,7.0,7,0,1,4,2,B,2,2,1,10,3,3,4,3,1,1,1,7.5,2.0,1.0,4.0,1.0,1.0,0.0,7.5,1.0,4,4,4,4,2,3,1,3.0,4,6,2.0,3,2,2,4,3.25,2,3,1,1,3,2.0,5,1,3,3,2,5,5,2,4.3333335,5.0,3.5,2,4,1,1,1,4,4,4,4,1,2,2,2,,3,5,6,3,0,0,7,,1,1050.0,2095.0,2836.0,10,9,10,4,1,2,2,3,2,4,2,2,3,1,1,5,7,1,1,3,1,0,0,0,0,2,3,3.5,6,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,4,0,1,0,3,0,3,0,1,0,3,0,0.0
R_100347abc9464,5829932,School_09,100,19.799999,1,3.0,17.0,0,0,10,7.0,10,1,1,5,2,C,2,4,2,5,9,1,3,1,3,2,7,6.5,2.5,0.0,0.5,2.0,0.0,1.0,9.0,1.5,2,3,2,1,1,1,3,3.5,2,4,4.0,5,3,4,5,3.25,3,2,4,3,4,3.2,3,1,2,4,4,3,2,2,3.3333333,2.5,3.0,4,2,4,2,1,2,3,3,5,1,3,1,1,,2,5,5,3,0,7,8,,0,1353.0,2179.0,1880.0,0,8,1,3,1,3,3,3,5,5,1,1,2,2,2,5,7,3,1,2,2,0,0,1,1,1,1,3.0,2,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,2,0,1,1,2,1,2,1,1,1,1,0,1,0,1,1,4,1,1,7,0.69999999
R_100348abc2353,5829932,School_09,100,43.099998,1,4.0,18.0,1,1,5,4.0,5,1,0,5,1,D,2,1,4,10,10,1,1,3,1,4,6,6.5,2.0,1.5,2.0,1.0,0.0,0.5,9.5,0.0,3,2,2,4,5,4,1,2.0,5,5,2.0,1,3,5,1,3.5,1,2,1,1,1,1.2,4,5,1,4,5,5,5,2,2.0,5.0,2.5,4,4,3,1,1,2,2,4,2,1,1,3,1,,2,3,5,4,1,2,4,,1,1148.0,1724.0,1066.0,9,9,4,8,2,5,1,3,4,4,3,2,3,3,3,4,4,2,3,2,3,1,0,1,0,1,1,3.0,5,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,2,1,1,0,2,1,2,1,1,0,4,0,2,1,1,0,1,0,4,5,0.5
R_100349abc1270,5829932,School_09,100,53.700001,1,3.0,17.0,1,1,9,,9,0,1,3,2,E,3,4,1,7,8,4,4,4,4,4,5,7.0,3.5,2.5,0.0,2.5,0.0,1.5,8.0,0.0,1,4,3,2,2,2,1,2.75,6,1,3.5,4,5,4,5,3.0,1,1,4,4,3,2.5999999,4,4,3,3,2,2,3,1,3.0,2.5,3.5,2,1,2,1,3,4,4,5,4,1,5,1,2,,5,3,5,2,0,2,5,,0,-999.0,,4090.0,5,8,0,1,3,5,2,1,3,4,2,4,2,1,2,2,7,1,2,2,3,0,1,1,0,3,4,3.5,6,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,2,0,1,0,1,0,1,0,3,0,3,1,1,3,0.30000001
R_100350abc669,5829932,School_09,100,45.0,1,2.0,16.0,0,0,1,8.0,8,1,1,5,1,A,3,2,1,6,3,3,3,3,4,3,8,8.0,2.0,1.5,2.5,2.0,0.0,1.0,8.0,0.5,3,4,1,1,2,1,5,3.75,6,2,3.0,2,4,3,4,3.25,3,2,3,2,3,2.5999999,3,2,4,5,5,2,1,2,3.6666667,1.5,3.0,4,1,2,3,1,2,4,3,5,1,4,1,3,,4,3,6,2,0,4,1,,0,1605.0,2120.0,4527.0,9,7,5,3,1,3,1,1,2,5,4,2,1,1,3,5,6,2,2,3,1,1,1,0,0,5,4,2.5,5,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,2,0,4,0,1,1,2,0,1,0,3,1,3,0,3,1,4,0,1,4,0.40000001
R_100351abc3210,5422052,School_10,100,33.200001,1,2.0,16.0,1,1,1,12.0,12,1,1,5,2,B,3,4,4,7,9,4,2,2,4,5,1,5.5,3.0,1.0,3.0,1.0,0.5,1.5,8.5,2.0,4,3,3,3,1,5,2,2.75,3,1,5.0,1,1,2,3,3.75,1,4,2,1,3,2.2,3,3,3,5,4,4,4,4,3.0,4.0,3.5,2,4,4,1,2,2,4,1,2,1,2,1,2,,3,3,6,1,0,8,7,,0,1085.0,2409.0,3836.0,5,10,2,9,1,3,1,1,3,4,3,5,1,2,1,5,4,2,1,2,3,1,0,1,0,1,4,4.5,6,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,2,0,3,0,1,0,1,0,1,0,4,1,3,0,4,1,4,0,4,3,0.30000001
R_100352abc7445,5422052,School_10,100,29.5,1,1.0,15.0,1,1,8,10.0,10,1,1,4,3,C,1,3,1,1,1,1,2,3,4,3,6,8.5,1.5,3.0,3.5,3.0,0.0,0.5,8.0,1.0,2,4,4,1,3,2,3,2.75,4,4,3.0,5,5,4,4,2.5,4,1,1,3,1,2.0,4,3,1,2,3,5,4,2,2.6666667,4.5,2.5,3,4,3,2,1,4,4,1,2,1,5,1,2,,4,2,6,2,0,7,1,,0,649.0,,1959.0,6,5,6,3,2,3,2,3,4,4,5,1,2,1,3,4,6,3,1,3,2,0,0,0,1,2,2,3.0,5,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,3,0,1,1,2,0,1,1,1,0,2,1,1,0,3,0,4,3,0.30000001
R_100353abc8358,5422052,School_10,100,40.299999,1,2.0,16.0,1,1,10,12.0,12,0,1,4,4,D,4,2,1,8,8,1,4,1,2,5,1,4.5,0.5,0.5,4.0,2.5,1.0,1.5,8.0,0.5,2,1,2,4,5,3,3,2.75,5,5,2.0,2,5,4,1,2.5,2,3,1,1,3,2.0,1,4,5,5,1,4,4,1,2.6666667,4.0,5.0,2,1,2,2,1,1,4,5,5,2,2,5,1,,1,4,5,2,1,1,6,,0,934.0,1398.0,1696.0,0,9,4,5,3,4,2,2,3,2,2,4,1,3,3,2,5,1,3,2,2,0,0,1,1,4,4,3.0,4,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,2,1,1,1,2,0,1,1,1,1,1,1,3,1,1,1,4,1,1,9,0.89999998
R_100354abc1139,5422052,School_10,100,27.1,1,1.0,15.0,0,0,9,12.0,12,0,1,3,4,E,3,4,2,4,5,3,3,2,1,5,7,7.0,1.5,1.0,4.0,1.0,1.0,1.0,8.5,2.0,4,3,1,2,1,1,4,4.0,5,3,3.0,2,5,3,4,3.0,4,3,2,2,4,3.0,1,4,4,5,2,3,5,2,2.3333333,4.0,4.5,4,1,1,2,1,3,3,3,4,1,4,4,3,,5,2,2,4,0,6,3,,1,-999.0,868.0,3983.0,8,0,3,10,1,1,2,1,1,1,3,1,3,3,3,5,4,3,2,1,1,0,1,0,0,5,4,2.5,3,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,2,1,1,1,2,0,1,0,4,1,1,1,3,1,1,1,4,1,1,8,0.80000001
R_100355abc5842,5422052,School_10,100,39.799999,1,2.0,16.0,1,1,10,3.0,10,1,0,2,4,A,2,1,1,9,10,2,2,2,4,3,1,5.5,1.5,3.0,4.0,0.5,0.0,0.5,10.0,1.5,3,2,4,5,1,4,4,4.0,1,4,4.5,3,5,4,4,3.0,4,3,3,2,1,2.5999999,4,2,5,5,1,2,1,4,4.3333335,1.5,5.0,3,1,4,1,3,2,1,4,1,1,2,4,3,,3,5,3,3,0,2,2,,1,771.0,1380.0,,10,2,10,6,1,5,5,2,4,4,2,3,3,2,3,5,7,2,3,1,1,1,0,0,0,3,1,2.0,2,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,2,1,1,1,2,0,2,0,4,1,1,1,3,1,1,1,4,1,1,8,0.80000001
R_100356abc5185,5422052,School_10,100,58.099998,1,2.0,16.0,1,1,2,7.0,7,1,1,2,3,B,2,4,4,5,6,3,1,3,4,2,7,7.5,1.5,2.0,3.5,1.0,1.0,1.0,8.0,0.0,1,1,5,5,5,2,5,3.75,6,2,3.0,2,5,2,1,2.0,1,2,3,1,2,1.8,2,4,5,4,5,2,3,1,3.0,2.5,2.5,1,2,2,4,3,1,4,1,4,1,1,3,3,,3,1,3,3,0,4,3,,1,873.0,1955.0,3936.0,7,7,8,5,3,4,5,5,2,2,3,5,3,3,2,4,4,2,2,2,2,1,1,1,1,4,2,2.0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,3,0,4,1,4,1,1,9,0.89999998
R_100357abc6819,5422052,School_10,100,50.200001,1,1.0,15.0,1,1,4,2.0,4,1,1,5,3,C,2,1,2,6,8,3,2,2,4,1,6,5.5,2.5,2.0,1.5,2.5,0.0,2.0,7.0,1.0,1,1,4,5,3,5,5,3.5,4,2,4.0,2,3,4,2,3.25,3,1,3,2,2,2.2,2,3,5,5,2,1,3,4,3.3333333,2.0,4.5,4,2,4,1,2,3,3,2,4,1,5,1,3,,1,5,1,4,1,7,4,,0,1281.0,1035.0,2815.0,1,4,4,7,2,5,4,1,5,1,3,1,2,1,3,5,5,3,3,3,3,0,0,0,0,1,1,3.0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,2,0,1,0,2,0,1,0,3,0,4,0,1,1,1,0,3,1,1,2,0.2
R_100358abc4287,5422052,School_10,100,40.5,1,3.0,17.0,1,1,3,7.0,7,1,1,1,4,D,4,4,4,3,10,4,1,3,4,3,2,8.0,2.5,2.5,3.5,1.0,0.5,1.5,6.5,2.0,3,4,2,3,3,5,1,2.0,2,5,3.5,1,5,1,4,2.75,3,2,2,3,3,2.5999999,5,4,5,1,3,1,4,4,4.0,2.5,2.0,4,4,4,4,2,1,2,4,1,2,2,1,3,,3,3,4,2,0,8,8,,0,586.0,1771.0,,6,5,0,2,2,3,3,2,3,5,3,1,2,2,1,4,6,2,1,3,2,1,0,0,1,4,1,1.5,5,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,4,0,1,0,1,1,1,0,1,1,3,1,1,1,4,1,1,5,0.5
R_100359abc7735,5422052,School_10,100,54.900002,1,3.0,17.0,0,0,2,9.0,9,1,1,3,3,E,4,4,4,9,3,2,4,2,2,5,2,6.5,2.5,2.5,3.0,2.0,0.0,2.0,8.0,1.0,5,1,4,5,1,5,2,3.25,1,5,4.0,3,2,4,2,3.25,3,2,4,3,1,2.5999999,5,1,5,4,3,5,4,2,5.0,4.5,3.5,4,2,1,4,2,2,3,2,5,2,3,3,2,,1,1,5,1,0,8,4,,1,1207.0,1253.0,4028.0,6,4,6,4,3,5,4,2,3,3,5,3,3,1,1,4,7,3,1,2,1,0,0,1,0,2,1,2.5,3,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,4,0,1,1,2,0,3,0,3,0,2,0,4,1,4,1,1,3,0.30000001
R_100360abc4214,5422052,School_10,100,31.1,1,1.0,15.0,1,1,10,12.0,12,1,0,5,4,A,4,3,2,9,2,1,4,3,4,5,1,6.5,0.5,4.5,1.5,2.0,0.5,1.0,9.0,1.0,1,4,2,2,1,1,4,4.0,1,4,4.5,1,1,4,3,4.25,2,2,1,4,4,2.5999999,3,2,1,1,3,1,3,2,2.6666667,2.0,2.0,4,1,4,2,3,3,3,4,5,1,5,4,2,,2,4,1,1,0,9,8,,1,560.0,1638.0,3586.0,5,3,10,6,1,1,5,2,5,3,1,2,3,1,2,4,5,1,2,1,3,0,1,0,0,3,2,2.5,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,3,1,1,1,4,0,4,9,0.89999998
R_100361abc2929,5422052,School_10,100,33.0,1,3.0,17.0,0,0,9,1.0,9,1,1,4,2,5to B ,3,3,1,1,2,1,4,2,4,5,3,6.0,0.0,0.5,1.5,2.0,0.5,1.0,8.5,1.0,4,3,2,2,4,3,1,2.0,1,1,6.0,5,4,2,4,2.25,2,3,2,1,1,1.8,4,1,4,2,4,2,2,1,4.3333335,2.0,2.0,2,1,4,1,1,2,4,4,3,1,2,1,2,,2,3,6,2,1,5,5,,0,,2219.0,4390.0,3,3,7,3,1,4,2,2,2,1,5,3,3,2,1,3,6,3,3,3,2,0,0,0,1,1,3,4.0,2,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2,0,1,1,2,1,2,1,1,0,4,0,2,1,1,1,4,0,3,5,0.5
R_100362abc8778,5422052,School_10,100,23.200001,1,4.0,18.0,1,1,9,12.0,12,0,0,1,2,C,1,3,4,1,2,2,2,1,1,3,5,6.5,99.0,1.5,0.5,1.0,0.5,0.5,9.0,2.0,3,4,5,1,5,1,3,2.5,6,5,1.5,1,1,3,1,3.5,4,1,3,4,3,3.0,2,5,1,4,4,3,1,2,1.3333334,2.0,3.0,3,2,4,1,3,4,1,2,2,1,1,3,2,,5,5,3,2,1,8,3,,1,,,1842.0,4,5,5,5,2,5,3,3,3,4,4,2,1,3,3,2,6,2,3,2,2,1,0,1,1,5,1,1.0,6,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,2,0,3,0,4,1,3,0,4,0,2,0,1,3,0.30000001
